feedback_id,campaign_id,feedback_text,sentiment,sentiment_score,issue_category,severity,feedback_source,feedback_date,resolution_status,response_time_hours,customer_segment,channel_of_campaign,repeat_complaint,escalation_required
FB39789,CMP13988,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.08,Unclear Terms,Low,Email,2023-05-15,Open,83.0,Senior Citizens,Email,True,False
FB39790,CMP15282,Promotional message language was different from my preference. Update records!,Negative,-0.25,Duplicate Messages,Medium,Social Media,2024-03-15,Resolved,56.0,Self-Employed,Push Notification,False,False
FB39791,CMP13721,General inquiry about the campaign offer.,Neutral,0.25,General Inquiry,Low,App Review,2024-09-24,Closed,85.0,Government Employees,Email,False,False
FB39792,CMP12645,The credit card upgrade offer was excellent. Enjoying the new benefits!,Positive,0.34,Appreciation,Low,Survey,2023-12-10,Open,121.0,Women Professionals,Push Notification,True,False
FB39793,CMP11465,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.16,Duplicate Messages,Critical,Social Media,2023-04-15,Closed,,Students,Email,True,True
FB39794,CMP13425,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.15,Service Delay,Low,App Review,2024-01-23,Resolved,,Low-Balance Customers,SMS,False,False
FB39795,CMP10806,General inquiry about the campaign offer.,Neutral,0.14,General Inquiry,Low,Email,2025-12-24,Open,131.0,Healthcare Workers,Email,False,False
FB39796,CMP11742,General inquiry about the campaign offer.,Neutral,0.22,General Inquiry,Low,Call Center,2023-04-19,Closed,112.0,Healthcare Workers,SMS,True,False
FB39797,CMP19393,Your app showed pre-approved loan but branch rejected. False advertising!,Negative,-0.03,Duplicate Messages,High,Chatbot,2023-01-23,Escalated,37.0,Salaried Millennials,Push Notification,False,True
FB39798,CMP16106,Loan processing fee was higher than mentioned in campaign. Please clarify!,Negative,-0.29,App Issues,Medium,Survey,2025-03-28,Escalated,86.0,Dormant Account Holders,Push Notification,False,False
FB39799,CMP12675,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.01,Aggressive Sales,Low,App Review,2023-07-29,Resolved,72.0,IT Professionals,WhatsApp,False,False
FB39800,CMP14913,Received 5 promotional messages today alone. This is harassment!,Very Negative,-0.46,Unclear Terms,Critical,Chatbot,2024-02-22,Open,141.0,Retired Professionals,SMS,False,True
FB39801,CMP18873,Received 5 promotional messages today alone. This is harassment!,Negative,-0.21,Technical Issues,Medium,Call Center,2023-08-31,Closed,,Women Professionals,WhatsApp,False,False
FB39802,CMP19928,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.54,Appreciation,Low,Chatbot,2024-05-30,Closed,159.0,SMB Owners,Call Center,True,False
FB39803,CMP14633,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.16,Technical Issues,Critical,Social Media,2024-03-21,Resolved,139.0,HNI Customers,Call Center,False,True
FB39804,CMP11171,The interest rate in SMS was different from what your branch quoted. Cheating!,Very Negative,-0.92,Hidden Charges,Low,Branch,2023-07-20,Closed,91.0,Government Employees,Email,True,False
FB39805,CMP12895,General inquiry about the campaign offer.,Neutral,0.29,General Inquiry,Low,Social Media,2023-05-18,In Progress,,Women Professionals,Push Notification,False,False
FB39806,CMP13270,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.14,Privacy Concerns,Critical,App Review,2026-02-12,Closed,168.0,Premium Card Holders,Email,False,True
FB39807,CMP17362,The EMI calculator in campaign shows different amount than actual EMI.,Very Negative,-0.61,Spam/Excessive Messages,High,Chatbot,2024-02-24,Closed,49.0,Students,SMS,True,True
FB39808,CMP10705,Email said exclusive offer but everyone got the same. Not really exclusive!,Very Negative,-0.45,Technical Issues,High,Call Center,2026-02-23,In Progress,2.0,Salaried Millennials,SMS,False,True
FB39809,CMP13365,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.37,Misleading Information,High,Call Center,2025-03-03,Open,101.0,Mass Affluent,Call Center,False,True
FB39810,CMP19553,Received 5 promotional messages today alone. This is harassment!,Negative,-0.22,Poor Timing,High,Email,2026-02-24,Closed,130.0,Low-Balance Customers,WhatsApp,False,True
FB39811,CMP19603,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.29,Spam/Excessive Messages,Medium,App Review,2024-03-29,In Progress,160.0,NRI Customers,Call Center,False,False
FB39812,CMP17899,General inquiry about the campaign offer.,Neutral,0.24,General Inquiry,Low,Survey,2025-05-23,In Progress,47.0,High-Value Transactors,SMS,True,False
FB39813,CMP10009,General inquiry about the campaign offer.,Neutral,0.04,General Inquiry,Low,Social Media,2024-01-30,In Progress,51.0,HNI Customers,Call Center,True,False
FB39814,CMP16796,Your WhatsApp Business messages are too frequent. Considering blocking!,Very Negative,-0.56,Unsubscribe Failed,Critical,Branch,2023-05-12,Resolved,58.0,Existing Loan Customers,Call Center,False,True
FB39815,CMP14583,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.05,Duplicate Messages,Low,App Review,2023-03-29,Closed,40.0,Low-Balance Customers,WhatsApp,False,False
FB39816,CMP14408,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.14,App Issues,Medium,App Review,2023-10-24,Escalated,80.0,Women Professionals,Call Center,True,False
FB39817,CMP11201,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.1,Hidden Charges,Medium,Branch,2026-02-23,Escalated,,Mass Affluent,SMS,False,False
FB39818,CMP17440,Promotional message language was different from my preference. Update records!,Very Negative,-0.78,App Issues,High,Chatbot,2025-07-23,Open,,Women Professionals,SMS,True,True
FB39819,CMP16804,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.07,Technical Issues,Low,Email,2026-02-19,Closed,129.0,Students,SMS,False,False
FB39820,CMP17545,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.22,Aggressive Sales,High,App Review,2023-09-28,In Progress,117.0,First-Time Borrowers,SMS,True,True
FB39821,CMP11869,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.24,Poor Timing,Medium,Survey,2023-02-24,Closed,76.0,High-Value Transactors,Email,True,False
FB39822,CMP17256,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.1,Aggressive Sales,Medium,App Review,2025-04-05,Closed,68.0,Low-Balance Customers,Push Notification,False,False
FB39823,CMP17283,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.21,Privacy Concerns,High,App Review,2025-10-08,Resolved,121.0,Existing Loan Customers,SMS,False,True
FB39824,CMP10382,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.55,Misleading Information,Medium,App Review,2025-01-21,Escalated,115.0,First-Time Borrowers,Call Center,False,False
FB39825,CMP15283,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.01,Unclear Terms,Medium,Call Center,2024-08-25,Escalated,160.0,Government Employees,SMS,True,False
FB39826,CMP18788,Campaign said instant approval but waiting for 5 days now. False promise!,Very Negative,-0.68,Duplicate Messages,Low,Chatbot,2025-02-16,Closed,,High-Value Transactors,WhatsApp,False,False
FB39827,CMP12254,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.02,Technical Issues,Medium,Chatbot,2026-03-19,Closed,91.0,First-Time Borrowers,WhatsApp,False,False
FB39828,CMP19793,The EMI calculator in campaign shows different amount than actual EMI.,Very Negative,-0.82,Duplicate Messages,High,App Review,2025-06-17,Open,13.0,Government Employees,SMS,True,True
FB39829,CMP13562,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.1,Poor Timing,Low,Email,2024-11-24,Resolved,129.0,Salaried Gen-Z,SMS,False,False
FB39830,CMP13131,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.8,Service Delay,High,App Review,2023-02-22,Resolved,50.0,Healthcare Workers,Call Center,False,True
FB39831,CMP14421,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.61,Appreciation,Low,Call Center,2024-06-20,Closed,68.0,IT Professionals,WhatsApp,True,False
FB39832,CMP11841,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.58,Appreciation,Low,Chatbot,2023-09-25,Resolved,35.0,High-Value Transactors,Email,False,False
FB39833,CMP11211,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.79,Appreciation,Low,Branch,2024-05-22,Closed,25.0,Mass Affluent,SMS,False,False
FB39834,CMP10439,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.06,Technical Issues,High,Chatbot,2023-05-11,Closed,145.0,Self-Employed,WhatsApp,False,True
FB39835,CMP18802,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.15,Aggressive Sales,Medium,App Review,2023-09-09,Escalated,40.0,Healthcare Workers,Push Notification,False,False
FB39836,CMP17291,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.22,Privacy Concerns,High,Branch,2024-04-26,Closed,150.0,Salaried Millennials,WhatsApp,False,True
FB39837,CMP14295,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.11,App Issues,High,Social Media,2023-09-24,Closed,151.0,Self-Employed,SMS,True,True
FB39838,CMP13906,App crashed when I tried to avail the campaign offer. Losing trust!,Very Negative,-0.35,Poor Timing,Medium,Email,2023-09-12,Resolved,90.0,Low-Balance Customers,SMS,True,False
FB39839,CMP12211,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.27,Spam/Excessive Messages,High,Chatbot,2025-05-01,Resolved,93.0,Existing Loan Customers,Push Notification,False,True
FB39840,CMP11804,Promotional message language was different from my preference. Update records!,Very Negative,-0.94,Service Delay,High,Social Media,2023-02-10,Open,,Government Employees,WhatsApp,False,True
FB39841,CMP15028,General inquiry about the campaign offer.,Neutral,0.15,General Inquiry,Low,Call Center,2024-07-31,Escalated,163.0,Retired Professionals,Push Notification,False,False
FB39842,CMP19887,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.68,Service Delay,High,Email,2026-02-05,In Progress,15.0,Retired Professionals,Email,False,True
FB39843,CMP12215,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.11,Technical Issues,Low,App Review,2023-10-27,Closed,28.0,SMB Owners,SMS,False,False
FB39844,CMP16544,General inquiry about the campaign offer.,Neutral,0.24,General Inquiry,Low,App Review,2025-11-12,Open,167.0,Dormant Account Holders,Email,False,False
FB39845,CMP14885,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.18,Unsubscribe Failed,Medium,Email,2023-06-24,Open,164.0,Self-Employed,SMS,False,False
FB39846,CMP17317,Your executive called me during office hours for loan offer. Very unprofessional!,Very Negative,-0.69,Hidden Charges,Low,Chatbot,2023-07-22,Escalated,32.0,Low-Balance Customers,Push Notification,False,False
FB39847,CMP13657,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.1,Aggressive Sales,Medium,Chatbot,2024-12-22,Resolved,,High-Value Transactors,Email,False,False
FB39848,CMP12536,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.12,Wrong Customer Details,Medium,Chatbot,2023-08-17,Resolved,,Dormant Account Holders,Push Notification,False,False
FB39849,CMP12021,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.2,Service Delay,Low,Survey,2023-11-30,Open,62.0,Mass Affluent,Email,False,False
FB39850,CMP13872,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.04,Misleading Information,Medium,Email,2024-09-27,Resolved,22.0,Senior Citizens,Push Notification,True,False
FB39851,CMP10054,Your app showed pre-approved loan but branch rejected. False advertising!,Negative,-0.29,Privacy Concerns,Medium,Email,2024-02-16,Resolved,159.0,SMB Owners,Email,True,False
FB39852,CMP10512,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.2,App Issues,Medium,Social Media,2023-05-29,Resolved,156.0,Students,Push Notification,False,False
FB39853,CMP15256,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.01,Privacy Concerns,High,Social Media,2025-10-14,Closed,127.0,Low-Balance Customers,Push Notification,False,True
FB39854,CMP15138,General inquiry about the campaign offer.,Neutral,0.04,General Inquiry,Low,Social Media,2023-12-11,In Progress,89.0,Premium Card Holders,Push Notification,True,False
FB39855,CMP19046,The cashback promised in campaign never got credited. Follow up required.,Very Negative,-0.44,Duplicate Messages,Critical,App Review,2024-07-15,In Progress,155.0,IT Professionals,Push Notification,True,True
FB39856,CMP17822,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.2,Duplicate Messages,Medium,Social Media,2026-02-20,Closed,29.0,Students,Email,True,False
FB39857,CMP10444,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.1,Unclear Terms,Low,Survey,2024-01-03,Resolved,42.0,First-Time Borrowers,SMS,False,False
FB39858,CMP18498,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.06,Spam/Excessive Messages,High,Email,2025-08-19,Escalated,18.0,Government Employees,Call Center,False,True
FB39859,CMP12806,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.05,App Issues,Critical,Social Media,2023-03-16,Escalated,96.0,HNI Customers,Call Center,False,True
FB39860,CMP14294,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.27,Hidden Charges,Medium,Branch,2025-10-29,Closed,27.0,First-Time Borrowers,Email,False,False
FB39861,CMP13849,The interest rate in SMS was different from what your branch quoted. Cheating!,Very Negative,-0.58,Service Delay,Low,Branch,2024-07-13,Escalated,99.0,Healthcare Workers,Push Notification,False,False
FB39862,CMP13608,General inquiry about the campaign offer.,Neutral,0.14,General Inquiry,Low,Chatbot,2025-08-05,Open,,NRI Customers,Push Notification,False,False
FB39863,CMP15518,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.03,App Issues,High,Email,2025-03-26,Open,,First-Time Borrowers,Call Center,False,True
FB39864,CMP13917,Loan processing fee was higher than mentioned in campaign. Please clarify!,Negative,-0.0,Wrong Customer Details,Medium,Chatbot,2026-03-27,Escalated,96.0,Salaried Millennials,Push Notification,False,False
